id,tb_room_id,name,description,image_url
957,66,DVD Player,Fusce posuere felis sed lacus.,http://dummyimage.com/893x1396.png/5fa2dd/ffffff
958,43,Safe,Cras non velit nec nisi vulputate nonummy.,http://dummyimage.com/822x959.png/cc0000/ffffff
959,125,TV,Proin at turpis a pede posuere nonummy.,http://dummyimage.com/878x1173.png/dddddd/000000
960,32,Writing Table & Chair,Proin at turpis a pede posuere nonummy.,http://dummyimage.com/701x1147.png/5fa2dd/ffffff
961,68,Coffee Maker,Mauris sit amet eros.,http://dummyimage.com/639x961.png/dddddd/000000
962,89,Coffee Maker,Nunc rhoncus dui vel sem.,http://dummyimage.com/821x1372.png/dddddd/000000
963,54,Safe,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/789x1283.png/5fa2dd/ffffff
964,37,Safe,Ut tellus.,http://dummyimage.com/648x1115.png/ff4444/ffffff
965,176,Mini Fridge,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/845x1297.png/dddddd/000000
966,195,Alarm Clock,Donec posuere metus vitae ipsum.,http://dummyimage.com/680x1034.png/5fa2dd/ffffff
967,75,Safe,Curabitur gravida nisi at nibh.,http://dummyimage.com/836x1009.png/cc0000/ffffff
968,112,Bathtub,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/805x1294.png/ff4444/ffffff
969,8,TV,Aenean sit amet justo.,http://dummyimage.com/792x1162.png/cc0000/ffffff
970,160,Coffee Maker,Duis ac nibh.,http://dummyimage.com/875x1376.png/ff4444/ffffff
971,182,TV,Sed sagittis.,http://dummyimage.com/604x1298.png/dddddd/000000
972,23,Mini Fridge,In hac habitasse platea dictumst.,http://dummyimage.com/656x1231.png/5fa2dd/ffffff
973,150,DVD Player,Suspendisse potenti.,http://dummyimage.com/691x942.png/cc0000/ffffff
974,185,Writing Table & Chair,Etiam pretium iaculis justo.,http://dummyimage.com/795x1040.png/dddddd/000000
975,94,Alarm Clock,Nulla justo.,http://dummyimage.com/776x972.png/dddddd/000000
976,143,TV,Etiam faucibus cursus urna.,http://dummyimage.com/807x1222.png/cc0000/ffffff
977,48,Bathtub,Maecenas ut massa quis augue luctus tincidunt.,http://dummyimage.com/774x971.png/5fa2dd/ffffff
978,170,Coffee Maker,Phasellus id sapien in sapien iaculis congue.,http://dummyimage.com/794x1061.png/5fa2dd/ffffff
979,10,Coffee Maker,Cras in purus eu magna vulputate luctus.,http://dummyimage.com/766x962.png/ff4444/ffffff
980,12,Safe,Nunc rhoncus dui vel sem.,http://dummyimage.com/844x907.png/5fa2dd/ffffff
981,157,Mini Fridge,Etiam pretium iaculis justo.,http://dummyimage.com/744x1241.png/cc0000/ffffff
982,57,TV,Aliquam non mauris.,http://dummyimage.com/662x1063.png/dddddd/000000
983,52,Coffee Maker,Donec posuere metus vitae ipsum.,http://dummyimage.com/743x1190.png/cc0000/ffffff
984,147,Safe,Praesent blandit.,http://dummyimage.com/756x1060.png/cc0000/ffffff
985,77,Coffee Maker,Integer tincidunt ante vel ipsum.,http://dummyimage.com/676x955.png/cc0000/ffffff
986,177,Bathtub,Donec posuere metus vitae ipsum.,http://dummyimage.com/822x1215.png/5fa2dd/ffffff
987,167,Coffee Maker,In eleifend quam a odio.,http://dummyimage.com/743x1212.png/5fa2dd/ffffff
988,86,Writing Table & Chair,Nulla justo.,http://dummyimage.com/845x1318.png/dddddd/000000
989,115,DVD Player,Aliquam sit amet diam in magna bibendum imperdiet.,http://dummyimage.com/604x1118.png/cc0000/ffffff
990,3,DVD Player,Duis aliquam convallis nunc.,http://dummyimage.com/620x1153.png/5fa2dd/ffffff
991,60,Mini Fridge,In sagittis dui vel nisl.,http://dummyimage.com/741x1207.png/dddddd/000000
992,142,Writing Table & Chair,Nulla mollis molestie lorem.,http://dummyimage.com/719x1248.png/dddddd/000000
993,18,Bathtub,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/871x1156.png/5fa2dd/ffffff
994,197,TV,Proin eu mi.,http://dummyimage.com/719x1157.png/dddddd/000000
995,53,TV,Mauris ullamcorper purus sit amet nulla.,http://dummyimage.com/781x992.png/ff4444/ffffff
996,98,Mini Fridge,Nam tristique tortor eu pede.,http://dummyimage.com/850x1180.png/5fa2dd/ffffff
997,198,Writing Table & Chair,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",http://dummyimage.com/639x1280.png/ff4444/ffffff
998,141,Safe,In hac habitasse platea dictumst.,http://dummyimage.com/807x969.png/ff4444/ffffff
999,131,DVD Player,Maecenas tincidunt lacus at velit.,http://dummyimage.com/851x937.png/dddddd/000000
1000,139,TV,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",http://dummyimage.com/691x974.png/dddddd/000000
